player_id,선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
63123,강승호,두산,3루수,30,29,244,5,0,24,53,5,0.939,0,0,0,-
63123,강승호,두산,2루수,34,29,253 1/3,1,0,71,75,17,0.993,0,0,0,-
63123,강승호,두산,1루수,60,33,331,3,0,293,25,30,0.991,0,0,0,-
72523,고효준,두산,투수,45,0,21,0,0,0,3,0,1.0,0,0,0,-
68220,곽빈,두산,투수,19,19,109 1/3,1,0,4,12,1,0.941,0,0,0,-
66112,김기연,두산,포수,88,48,492 1/3,4,1,402,22,4,0.991,4,47,11,19.0
69238,김대한,두산,우익수,3,1,11,0,0,2,0,0,1.000,0,0,0,-
69238,김대한,두산,중견수,7,3,31 2/3,0,0,11,0,0,1.000,0,0,0,-
69238,김대한,두산,좌익수,8,4,34 1/3,1,0,11,0,0,0.917,0,0,0,-
52267,김동준,두산,1루수,1,0,3,1,0,3,0,1,0.750,0,0,0,-
52267,김동준,두산,중견수,1,0,2,0,0,0,0,0,-,0,0,0,-
52267,김동준,두산,우익수,4,0,9,0,0,0,0,0,-,0,0,0,-
52267,김동준,두산,좌익수,11,9,67,0,0,11,1,0,1.000,0,0,0,-
67246,김명신,두산,투수,8,0,8 1/3,0,0,1,1,0,1.000,0,0,0,-
68200,김민규,두산,투수,7,1,9 2/3,0,0,0,1,0,1.000,0,0,0,-
53554,김민석,두산,1루수,35,24,206 1/3,4,0,214,10,20,0.982,0,0,0,-
53554,김민석,두산,좌익수,51,36,285 1/3,2,0,62,2,1,0.97,0,0,0,-
53554,김민석,두산,중견수,3,0,4,0,0,0,0,0,-,0,0,0,-
53554,김민석,두산,우익수,1,0,1,0,0,0,0,0,-,0,0,0,-
65269,김민혁,두산,1루수,8,5,35,0,0,32,1,5,1.000,0,0,0,-
53262,김유성,두산,투수,7,4,17 1/3,0,1,0,1,0,1.000,0,0,0,-
63257,김인태,두산,좌익수,47,34,261 1/3,1,0,62,1,1,0.984,0,0,0,-
63257,김인태,두산,우익수,8,0,11,0,0,3,0,0,1.000,0,0,0,-
74206,김재호,두산,유격수,1,1,2/3,0,0,0,0,0,-,0,0,0,-
78224,김재환,두산,좌익수,37,35,256 1/3,0,0,56,1,1,1.0,0,0,0,-
68830,김정우,두산,투수,18,0,21,0,0,1,4,0,1.000,0,0,0,-
55226,김준상,두산,2루수,7,4,37,0,0,4,11,2,1.000,0,0,0,-
55226,김준상,두산,유격수,1,0,1,0,0,0,0,0,-,0,0,0,-
54263,김택연,두산,투수,64,0,66 1/3,2,0,0,3,0,0.6,0,0,0,-
55221,김한중,두산,투수,2,0,2,0,0,0,0,0,-,0,0,0,-
68269,김호준,두산,투수,19,0,10 2/3,1,0,4,1,0,0.833,0,0,0,-
54219,류현준,두산,포수,10,3,35 2/3,1,0,27,1,0,0.966,0,4,0,0.0
64468,박계범,두산,유격수,28,12,118 2/3,4,0,14,33,4,0.922,0,0,0,-
64468,박계범,두산,3루수,29,10,121 1/3,3,0,8,23,3,0.912,0,0,0,-
64468,박계범,두산,1루수,6,3,26,0,0,23,1,1,1.000,0,0,0,-
64468,박계범,두산,2루수,30,22,191,2,0,45,59,11,0.981,0,0,0,-
53204,박민준,두산,포수,7,0,10 2/3,0,0,7,0,0,1.000,2,2,0,0.0
51298,박성재,두산,포수,3,0,4 1/3,0,0,4,1,0,1.000,0,0,1,100
51298,박성재,두산,1루수,2,2,13,0,0,8,0,1,1.000,0,0,0,-
68249,박신지,두산,투수,54,0,60,0,0,2,7,0,1.0,0,0,0,-
65639,박정수,두산,투수,29,0,26 1/3,0,1,4,8,0,1.0,0,0,0,-
55252,박준순,두산,3루수,54,50,445 1/3,19,0,30,95,12,0.868,0,0,0,-
55252,박준순,두산,유격수,4,1,16,1,0,3,6,3,0.900,0,0,0,-
55252,박준순,두산,2루수,29,22,182 2/3,4,0,44,55,13,0.961,0,0,0,-
66928,박준영,두산,유격수,38,34,287,8,0,54,75,20,0.942,0,0,0,-
66928,박준영,두산,3루수,2,0,2 1/3,0,0,1,0,0,1.000,0,0,0,-
50204,박지훈,두산,유격수,5,1,18,1,0,2,5,1,0.875,0,0,0,-
50204,박지훈,두산,중견수,2,0,2,0,0,0,0,0,-,0,0,0,-
50204,박지훈,두산,3루수,15,9,88 1/3,1,0,11,12,1,0.958,0,0,0,-
50204,박지훈,두산,1루수,9,1,20,0,0,8,1,3,1.000,0,0,0,-
67266,박치국,두산,투수,73,0,62 1/3,1,0,3,10,1,0.929,0,0,0,-
51203,안재석,두산,2루수,1,0,3 2/3,0,0,0,2,0,1.000,0,0,0,-
51203,안재석,두산,1루수,1,1,7,0,0,8,0,0,1.000,0,0,0,-
51203,안재석,두산,3루수,2,2,16,0,0,1,3,1,1.000,0,0,0,-
51203,안재석,두산,유격수,18,18,156,1,0,23,46,16,0.986,0,0,0,-
64153,양석환,두산,1루수,69,68,579 2/3,4,0,525,45,44,0.993,0,0,0,-
76232,양의지,두산,포수,94,92,726,5,2,636,49,5,0.993,6,49,17,25.8
55215,양재훈,두산,투수,19,0,23 1/3,0,0,0,0,0,-,0,0,0,-
54205,여동건,두산,3루수,1,0,2,0,0,0,1,0,1.000,0,0,0,-
54205,여동건,두산,2루수,10,4,47 1/3,1,0,12,19,5,0.969,0,0,0,-
50208,오명진,두산,유격수,17,15,129 1/3,2,0,28,39,3,0.971,0,0,0,-
50208,오명진,두산,2루수,69,55,488,7,0,127,161,38,0.976,0,0,0,-
50208,오명진,두산,3루수,21,17,146,1,0,11,27,3,0.974,0,0,0,-
50208,오명진,두산,1루수,5,2,19 2/3,0,0,13,4,2,1.000,0,0,0,-
52202,윤태호,두산,투수,10,1,17 1/3,0,0,1,1,0,1.000,0,0,0,-
69205,이교훈,두산,투수,10,0,7 2/3,0,0,1,1,1,1.000,0,0,0,-
52204,이병헌,두산,투수,22,0,13,0,0,1,3,0,1.000,0,0,0,-
55224,이선우,두산,1루수,2,0,2,0,0,3,1,0,1.000,0,0,0,-
55224,이선우,두산,유격수,3,2,12 1/3,1,0,3,2,0,0.833,0,0,0,-
55224,이선우,두산,2루수,3,1,13,0,0,5,4,1,1.000,0,0,0,-
66291,이영하,두산,투수,73,0,66 2/3,2,3,3,17,0,0.909,0,0,0,-
67207,이유찬,두산,중견수,3,3,17,0,0,2,0,0,1.000,0,0,0,-
67207,이유찬,두산,유격수,67,60,541,8,0,90,161,35,0.969,0,0,0,-
67207,이유찬,두산,우익수,3,1,13,0,0,3,0,0,1.000,0,0,0,-
67207,이유찬,두산,3루수,3,1,2 2/3,0,0,0,0,0,-,0,0,0,-
